1770858911.2429862,47.32,31.55,28.05,77.24,19.27,-45.69,GAMING
1770858911.5242138,47.32,31.55,28.05,77.23,19.27,-45.68000000000001,GAMING
1770858911.8057845,47.31,31.5,28.05,77.26,19.26,-45.760000000000005,GAMING
1770858912.0870557,47.32,31.52,28.03,77.22,19.29,-45.7,GAMING
1770858912.3675332,47.31,31.51,28.02,77.22,19.290000000000003,-45.709999999999994,GAMING
1770858912.6503906,47.33,31.52,28.04,77.26,19.29,-45.74000000000001,GAMING
1770858912.9310622,47.31,31.5,28.03,77.23,19.28,-45.730000000000004,GAMING
1770858913.212334,47.28,31.49,28.06,77.25,19.220000000000002,-45.760000000000005,GAMING
1770858913.4936328,47.3,31.49,28.05,77.3,19.249999999999996,-45.81,GAMING
1770858913.7751303,47.32,31.51,28.06,77.3,19.26,-45.78999999999999,GAMING
1770858914.057103,47.3,31.44,28.05,77.28,19.249999999999996,-45.84,GAMING
1770858914.3377833,47.31,31.5,28.05,77.3,19.26,-45.8,GAMING
1770858914.619075,47.32,31.5,28.05,77.28,19.27,-45.78,GAMING
1770858914.9002962,47.35,31.54,28.05,77.23,19.3,-45.690000000000005,GAMING
1770858915.1822424,47.33,31.53,28.07,77.32,19.259999999999998,-45.78999999999999,GAMING
1770858915.4636505,47.33,31.54,28.06,77.28,19.27,-45.74,GAMING
1770858915.7445037,47.34,31.47,28.06,77.31,19.280000000000005,-45.84,GAMING
1770858916.0250487,47.34,31.51,28.04,77.22,19.300000000000004,-45.709999999999994,GAMING
1770858916.307351,47.33,31.49,28.06,77.29,19.27,-45.80000000000001,GAMING
1770858916.5889947,47.35,31.49,28.05,77.3,19.3,-45.81,GAMING
1770858916.868933,47.36,31.52,28.03,77.3,19.33,-45.78,GAMING
1770858917.1512172,47.34,31.5,28.04,77.27,19.300000000000004,-45.769999999999996,GAMING
1770858917.4331892,47.33,31.42,28.04,77.28,19.29,-45.86,GAMING
1770858917.714351,47.33,31.48,28.04,77.22,19.29,-45.739999999999995,GAMING
1770858917.9957368,47.33,31.46,28.03,77.3,19.299999999999997,-45.839999999999996,GAMING
1770858918.2769828,47.31,31.44,28.04,77.27,19.270000000000003,-45.83,GAMING
1770858918.5579903,47.33,31.46,28.06,77.28,19.27,-45.82,GAMING
1770858918.8402805,47.29,31.41,28.05,77.27,19.24,-45.86,GAMING
1770858919.1206162,47.3,31.43,28.05,77.34,19.249999999999996,-45.910000000000004,GAMING
1770858919.402045,47.27,31.42,28.05,77.32,19.220000000000002,-45.89999999999999,GAMING
1770858919.6829498,47.25,31.44,28.06,77.34,19.19,-45.900000000000006,GAMING
1770858919.9648066,47.26,31.45,28.06,77.32,19.2,-45.86999999999999,GAMING
1770858920.2459836,47.27,31.42,28.06,77.33,19.210000000000004,-45.91,GAMING
1770858920.5277085,47.24,31.45,28.04,77.36,19.200000000000003,-45.91,GAMING
1770858920.8076751,47.25,31.42,28.05,77.27,19.2,-45.849999999999994,GAMING
1770858921.090049,47.22,31.42,28.05,77.28,19.169999999999998,-45.86,GAMING
1770858921.3718514,47.24,31.42,28.05,77.31,19.19,-45.89,GAMING
1770858921.6528478,47.23,31.43,28.05,77.32,19.179999999999996,-45.88999999999999,GAMING
1770858921.9331028,47.25,31.47,28.06,77.26,19.19,-45.790000000000006,GAMING
1770858922.2148707,47.23,31.42,28.06,77.33,19.169999999999998,-45.91,GAMING
1770858922.4969873,47.22,31.46,28.06,77.31,19.16,-45.85,GAMING
1770858922.7771466,47.22,31.48,28.07,77.34,19.15,-45.86,GAMING
1770858923.0595365,47.22,31.43,28.07,77.34,19.15,-45.910000000000004,GAMING
1770858923.340925,47.2,31.46,28.06,77.33,19.140000000000004,-45.87,GAMING
1770858923.6224358,47.2,31.48,28.06,77.33,19.140000000000004,-45.849999999999994,GAMING
1770858923.90408,47.2,31.48,28.07,77.31,19.130000000000003,-45.83,GAMING
