1770860010.4562852,49.51,28.99,28.15,76.54,21.36,-47.55000000000001,OBSTRUCAO
1770860010.737094,49.48,28.97,28.17,76.56,21.309999999999995,-47.59,OBSTRUCAO
1770860011.0184424,49.48,28.98,28.17,76.5,21.309999999999995,-47.519999999999996,OBSTRUCAO
1770860011.3001878,49.5,28.95,28.16,76.52,21.34,-47.56999999999999,OBSTRUCAO
1770860011.5813813,49.49,28.99,28.17,76.56,21.32,-47.57000000000001,OBSTRUCAO
1770860011.8629932,49.5,28.99,28.17,76.58,21.33,-47.59,OBSTRUCAO
1770860012.143635,49.48,28.99,28.17,76.55,21.309999999999995,-47.56,OBSTRUCAO
1770860012.4254594,49.46,28.95,28.18,76.56,21.28,-47.61,OBSTRUCAO
1770860012.7068956,49.48,28.99,28.16,76.58,21.319999999999997,-47.59,OBSTRUCAO
1770860012.9874804,49.45,28.97,28.17,76.57,21.28,-47.599999999999994,OBSTRUCAO
1770860013.2694411,49.46,28.96,28.17,76.54,21.29,-47.580000000000005,OBSTRUCAO
1770860013.5504117,49.45,29.0,28.18,76.52,21.270000000000003,-47.519999999999996,OBSTRUCAO
1770860013.832292,49.48,28.98,28.18,76.58,21.299999999999997,-47.599999999999994,OBSTRUCAO
1770860014.1135666,49.47,28.96,28.16,76.56,21.31,-47.6,OBSTRUCAO
1770860014.3948731,49.47,28.98,28.16,76.56,21.31,-47.58,OBSTRUCAO
1770860014.6759052,49.47,28.98,28.16,76.54,21.31,-47.56,OBSTRUCAO
1770860014.9571168,49.45,28.93,28.17,76.56,21.28,-47.63,OBSTRUCAO
1770860015.2389789,49.46,28.99,28.16,76.58,21.3,-47.59,OBSTRUCAO
1770860015.52004,49.45,28.94,28.15,76.56,21.300000000000004,-47.620000000000005,OBSTRUCAO
1770860015.8015954,49.46,28.98,28.17,76.58,21.29,-47.599999999999994,OBSTRUCAO
1770860016.0829806,49.45,29.01,28.15,76.56,21.300000000000004,-47.55,OBSTRUCAO
1770860016.3644037,49.45,28.97,28.16,76.55,21.290000000000003,-47.58,OBSTRUCAO
1770860016.6457014,49.45,28.99,28.15,76.56,21.300000000000004,-47.57000000000001,OBSTRUCAO
1770860016.9271255,49.43,28.99,28.15,76.58,21.28,-47.59,OBSTRUCAO
1770860017.208441,49.43,28.98,28.15,76.58,21.28,-47.599999999999994,OBSTRUCAO
1770860017.4897227,49.44,29.0,28.17,76.61,21.269999999999996,-47.61,OBSTRUCAO
1770860017.7708576,49.42,29.0,28.16,76.57,21.26,-47.56999999999999,OBSTRUCAO
1770860018.05197,49.42,29.0,28.15,76.55,21.270000000000003,-47.55,OBSTRUCAO
1770860018.3337681,49.41,28.99,28.16,76.6,21.249999999999996,-47.61,OBSTRUCAO
1770860018.6150753,49.42,28.99,28.16,76.62,21.26,-47.63000000000001,OBSTRUCAO
1770860018.8965664,49.41,28.97,28.15,76.63,21.259999999999998,-47.66,OBSTRUCAO
1770860019.1778855,49.4,28.97,28.16,76.56,21.24,-47.59,OBSTRUCAO
1770860019.4592915,49.4,29.0,28.15,76.59,21.25,-47.59,OBSTRUCAO
1770860019.7400424,49.4,29.0,28.15,76.59,21.25,-47.59,OBSTRUCAO
1770860020.0218415,49.4,29.02,28.17,76.58,21.229999999999997,-47.56,OBSTRUCAO
1770860020.303238,49.4,29.01,28.15,76.59,21.25,-47.58,OBSTRUCAO
1770860020.5846028,49.41,29.0,28.14,76.6,21.269999999999996,-47.599999999999994,OBSTRUCAO
1770860020.865818,49.4,29.04,28.14,76.63,21.259999999999998,-47.589999999999996,OBSTRUCAO
1770860021.1471632,49.4,29.02,28.16,76.65,21.24,-47.63000000000001,OBSTRUCAO
1770860021.4286842,49.39,28.99,28.16,76.61,21.23,-47.620000000000005,OBSTRUCAO
1770860021.7095919,49.38,29.0,28.14,76.62,21.240000000000002,-47.620000000000005,OBSTRUCAO
1770860021.9914854,49.39,29.02,28.15,76.63,21.240000000000002,-47.61,OBSTRUCAO
1770860022.2726827,49.38,29.02,28.13,76.62,21.250000000000004,-47.60000000000001,OBSTRUCAO
1770860022.5540268,49.38,29.04,28.15,76.62,21.230000000000004,-47.580000000000005,OBSTRUCAO
1770860022.8352368,49.39,29.04,28.14,76.67,21.25,-47.63,OBSTRUCAO
1770860023.1166635,49.39,29.04,28.14,76.63,21.25,-47.589999999999996,OBSTRUCAO
1770860023.3976367,49.4,29.04,28.13,76.56,21.27,-47.52,OBSTRUCAO
1770860023.679446,49.4,29.05,28.13,76.63,21.27,-47.58,OBSTRUCAO
1770860023.960808,49.39,29.06,28.15,76.64,21.240000000000002,-47.58,OBSTRUCAO
1770860024.2421203,49.39,29.03,28.14,76.64,21.25,-47.61,OBSTRUCAO
1770860024.5230763,49.39,29.03,28.16,76.61,21.23,-47.58,OBSTRUCAO
1770860024.8048482,49.39,29.04,28.16,76.61,21.23,-47.57,OBSTRUCAO
1770860025.086162,49.41,29.06,28.15,76.6,21.259999999999998,-47.53999999999999,OBSTRUCAO
1770860025.367526,49.42,29.07,28.15,76.61,21.270000000000003,-47.54,OBSTRUCAO
1770860025.6488292,49.41,29.03,28.14,76.63,21.269999999999996,-47.599999999999994,OBSTRUCAO
1770860025.930133,49.42,29.08,28.15,76.66,21.270000000000003,-47.58,OBSTRUCAO
1770860026.211519,49.39,29.09,28.15,76.66,21.240000000000002,-47.56999999999999,OBSTRUCAO
1770860026.4924514,49.41,29.06,28.16,76.66,21.249999999999996,-47.599999999999994,OBSTRUCAO
1770860026.774274,49.42,29.09,28.13,76.62,21.290000000000003,-47.53,OBSTRUCAO
1770860027.0556953,49.43,29.05,28.14,76.65,21.29,-47.60000000000001,OBSTRUCAO
