1770166867.8125505,49.45,34.93,GAMING
1770166868.0551057,49.44,34.90,GAMING
1770166868.2969482,49.45,34.88,GAMING
1770166868.5384955,49.46,34.93,GAMING
1770166868.7804973,49.47,34.89,GAMING
1770166869.0217044,49.47,34.86,GAMING
1770166869.263483,49.48,34.87,GAMING
1770166869.5051475,49.48,34.86,GAMING
1770166869.7468615,49.49,34.85,GAMING
1770166869.9887047,49.49,34.85,GAMING
1770166870.2305963,49.49,34.81,GAMING
1770166870.4722867,49.51,34.87,GAMING
1770166870.7148514,49.50,34.85,GAMING
1770166870.9554806,49.51,34.87,GAMING
1770166871.1981986,49.50,34.85,GAMING
1770166871.4398923,49.52,34.79,GAMING
1770166871.6814952,49.50,34.83,GAMING
1770166871.9238477,49.51,34.83,GAMING
1770166872.164074,49.51,34.80,GAMING
1770166872.4058578,49.50,34.82,GAMING
1770166872.6487617,49.52,34.82,GAMING
1770166872.8900945,49.51,34.84,GAMING
1770166873.132531,49.51,34.79,GAMING
1770166873.3729992,49.50,34.82,GAMING
1770166873.614894,49.51,34.82,GAMING
1770166873.8576617,49.51,34.81,GAMING
1770166874.0988379,49.50,34.81,GAMING
1770166874.3400538,49.53,34.81,GAMING
1770166874.5821834,49.52,34.84,GAMING
1770166874.8243427,49.52,34.81,GAMING
1770166875.0656447,49.50,34.84,GAMING
1770166875.307118,49.52,34.82,GAMING
1770166875.548992,49.52,34.81,GAMING
1770166875.7918165,49.53,34.81,GAMING
1770166876.0330212,49.53,34.86,GAMING
1770166876.2755275,49.54,34.85,GAMING
1770166876.5166233,49.52,34.82,GAMING
1770166876.7582552,49.54,34.89,GAMING
1770166877.0002215,49.53,34.86,GAMING
1770166877.2420177,49.53,34.90,GAMING
1770166877.483485,49.54,34.81,GAMING
1770166877.7252154,49.53,34.84,GAMING
1770166877.967386,49.53,34.84,GAMING
1770166878.2095616,49.55,34.80,GAMING
1770166878.451352,49.55,34.80,GAMING
1770166878.6926603,49.54,34.82,GAMING
1770166878.9341056,49.54,34.80,GAMING
1770166879.1767628,49.55,34.81,GAMING
1770166879.417872,49.54,34.79,GAMING
1770166879.6597233,49.56,34.81,GAMING
1770166879.900845,49.56,34.84,GAMING
1770166880.1432247,49.54,34.84,GAMING
1770166880.3847818,49.56,34.82,GAMING
1770166880.6268258,49.55,34.82,GAMING
1770166880.86865,49.55,34.80,GAMING
1770166881.1103573,49.56,34.76,GAMING
1770166881.352084,49.56,34.73,GAMING
1770166881.5939248,49.56,34.74,GAMING
1770166881.8357732,49.56,34.72,GAMING
1770166882.0783777,49.56,34.72,GAMING
1770166882.3192773,49.56,34.75,GAMING
1770166882.5609603,49.55,34.75,GAMING
1770166882.802837,49.55,34.75,GAMING
1770166883.0446448,49.56,34.76,GAMING
1770166883.2866971,49.56,34.73,GAMING
1770166883.5281847,49.57,34.73,GAMING
1770166883.7701166,49.57,34.75,GAMING
1770166884.012293,49.56,34.73,GAMING
1770166884.2534485,49.57,34.70,GAMING
1770166884.4953291,49.55,34.72,GAMING
1770166884.7369792,49.57,34.71,GAMING
1770166884.978842,49.56,34.75,GAMING
1770166885.2204974,49.58,34.77,GAMING
1770166885.4631026,49.57,34.75,GAMING
1770166885.7041452,49.57,34.73,GAMING
1770166885.9467454,49.57,34.72,GAMING
1770166886.187386,49.55,34.69,GAMING
1770166886.4299715,49.56,34.73,GAMING
1770166886.6706135,49.57,34.69,GAMING
1770166886.913111,49.56,34.72,GAMING
1770166887.1549008,49.56,34.74,GAMING
1770166887.3964276,49.58,34.76,GAMING
1770166887.6383774,49.57,34.74,GAMING
1770166887.8798966,49.55,34.73,GAMING
1770166888.122375,49.59,34.72,GAMING
1770166888.3636618,49.57,34.75,GAMING
1770166888.6051204,49.57,34.70,GAMING
1770166888.8476763,49.58,34.71,GAMING
1770166889.0894701,49.56,34.73,GAMING
1770166889.3308125,49.58,34.71,GAMING
1770166889.5724661,49.59,34.70,GAMING
1770166889.8138669,49.58,34.68,GAMING
1770166890.0560129,49.58,34.67,GAMING
1770166890.2978086,49.58,34.69,GAMING
1770166890.5395684,49.58,34.69,GAMING
1770166890.7810738,49.60,34.71,GAMING
1770166891.022877,49.60,34.69,GAMING
1770166891.2647533,49.58,34.70,GAMING
1770166891.5066977,49.59,34.70,GAMING
1770166891.7480428,49.60,34.69,GAMING
1770166891.9902823,49.61,34.66,GAMING
1770166892.2319403,49.61,34.67,GAMING
