timestamp,t_ex,u_ex,t_amb,u_amb,delta_t,delta_u,label_str,classe
1770857764.1831582,33.94,56.76,28.14,77.72,5.799999999999997,-20.96,IDLE,0
1770857904.2962058,34.28,55.44,28.18,77.09,6.100000000000001,-21.65000000000001,IDLE,0
1770858008.6759422,34.46,54.99,28.19,77.25,6.27,-22.26,IDLE,0
1770857683.9982836,33.66,57.31,28.09,77.76,5.569999999999997,-20.450000000000003,IDLE,0
1770857666.5552745,33.69,57.1,28.13,77.62,5.559999999999999,-20.520000000000003,IDLE,0
1770857702.567151,33.55,57.4,28.05,77.87,5.4999999999999964,-20.47000000000001,IDLE,0
1770857831.4263704,34.01,56.13,28.11,77.31,5.899999999999999,-21.18,IDLE,0
1770857667.961774,33.67,57.13,28.12,77.66,5.550000000000001,-20.529999999999998,IDLE,0
1770857853.6525686,34.08,55.98,28.2,77.18,5.879999999999999,-21.20000000000001,IDLE,0
1770858037.6559627,34.44,54.79,28.2,77.21,6.239999999999998,-22.419999999999995,IDLE,0
1770857849.151551,34.05,56.09,28.19,77.3,5.859999999999996,-21.209999999999997,IDLE,0
1770858001.924572,34.43,55.0,28.18,77.22,6.25,-22.22,IDLE,0
1770857697.5034523,33.57,57.39,28.06,77.77,5.510000000000002,-20.379999999999995,IDLE,0
1770857733.7969084,33.72,57.24,28.08,77.99,5.640000000000001,-20.749999999999996,IDLE,0
1770857745.3320825,33.84,57.13,28.11,77.87,5.730000000000004,-20.74,IDLE,0
1770858034.279616,34.49,54.76,28.2,77.2,6.290000000000003,-22.440000000000005,IDLE,0
1770857681.747723,33.66,57.35,28.09,77.71,5.569999999999997,-20.359999999999992,IDLE,0
1770857799.0707502,33.96,56.46,28.16,77.59,5.800000000000001,-21.130000000000003,IDLE,0
1770857885.7264369,34.25,55.46,28.16,77.11,6.09,-21.65,IDLE,0
1770857954.095089,34.43,55.17,28.19,77.29,6.239999999999998,-22.120000000000005,IDLE,0
1770857790.348852,33.96,56.49,28.15,77.61,5.810000000000002,-21.12,IDLE,0
1770857642.0777986,33.78,57.09,28.09,77.76,5.690000000000001,-20.67,IDLE,0
1770857820.4537716,33.98,56.2,28.14,77.32,5.839999999999996,-21.11999999999999,IDLE,0
1770857855.3413322,34.11,55.96,28.19,77.18,5.919999999999998,-21.22000000000001,IDLE,0
1770858042.1575296,34.4,54.85,28.19,77.22,6.209999999999997,-22.37,IDLE,0
1770858029.7777295,34.49,54.74,28.22,77.2,6.270000000000003,-22.46,IDLE,0
1770857596.7790935,33.88,57.04,28.06,77.96,5.820000000000004,-20.919999999999995,IDLE,0
1770857688.7812934,33.62,57.32,28.08,77.8,5.539999999999999,-20.48,IDLE,0
1770857741.1113796,33.81,57.22,28.1,77.93,5.710000000000001,-20.710000000000008,IDLE,0
1770857584.962913,33.84,57.16,28.04,77.91,5.800000000000004,-20.75,IDLE,0
1770857637.5756392,33.8,57.07,28.11,77.84,5.689999999999998,-20.770000000000003,IDLE,0
1770857935.8072767,34.32,55.31,28.16,77.28,6.16,-21.97,IDLE,0
1770857845.212111,34.03,56.02,28.16,77.3,5.870000000000001,-21.279999999999998,IDLE,0
1770857729.014272,33.71,57.25,28.06,78.02,5.650000000000002,-20.77,IDLE,0
1770857821.579118,33.98,56.2,28.14,77.34,5.839999999999996,-21.14,IDLE,0
1770857905.7024508,34.28,55.41,28.17,77.15,6.109999999999999,-21.74000000000001,IDLE,0
1770857602.1253555,33.93,56.98,28.07,77.94,5.859999999999999,-20.96,IDLE,0
1770857996.5788188,34.45,54.98,28.18,77.19,6.270000000000003,-22.21,IDLE,0
1770857654.7388484,33.79,57.07,28.15,77.77,5.640000000000001,-20.7,IDLE,0
1770857878.4120524,34.27,55.44,28.17,77.0,6.100000000000001,-21.56,IDLE,0
1770857846.0567825,34.02,56.03,28.18,77.29,5.840000000000003,-21.260000000000005,IDLE,0
1770857825.5180843,33.98,56.2,28.14,77.31,5.839999999999996,-21.11,IDLE,0
1770857997.1411622,34.46,54.97,28.19,77.2,6.27,-22.230000000000004,IDLE,0
1770857755.4611716,33.9,56.93,28.13,77.79,5.77,-20.860000000000007,IDLE,0
1770857896.417973,34.28,55.41,28.19,77.13,6.09,-21.72,IDLE,0
1770858012.3342645,34.48,54.96,28.19,77.3,6.289999999999996,-22.34,IDLE,0
1770858042.43901,34.42,54.83,28.2,77.16,6.220000000000002,-22.33,IDLE,0
1770857720.2931404,33.68,57.35,28.03,78.03,5.649999999999999,-20.68,IDLE,0
1770857655.0194995,33.77,57.09,28.15,77.78,5.6200000000000045,-20.69,IDLE,0
1770857823.8295832,33.96,56.18,28.12,77.28,5.84,-21.1,IDLE,0
1770857884.0380485,34.26,55.47,28.14,77.03,6.119999999999997,-21.56,IDLE,0
1770857680.0592349,33.65,57.33,28.1,77.79,5.549999999999997,-20.460000000000008,IDLE,0
1770857953.5326855,34.43,55.16,28.2,77.29,6.23,-22.13000000000001,IDLE,0
1770857753.2103674,33.9,56.95,28.14,77.85,5.759999999999998,-20.89999999999999,IDLE,0
1770857578.7737167,33.84,57.24,28.04,77.85,5.800000000000004,-20.609999999999992,IDLE,0
1770857579.8989604,33.87,57.2,28.05,77.89,5.819999999999997,-20.69,IDLE,0
1770857665.710204,33.69,57.1,28.12,77.65,5.569999999999997,-20.550000000000004,IDLE,0
1770857932.149479,34.31,55.33,28.13,77.27,6.180000000000003,-21.94,IDLE,0
1770857802.7270951,33.99,56.42,28.15,77.57,5.840000000000003,-21.14999999999999,IDLE,0
1770857765.3084977,33.96,56.75,28.14,77.73,5.82,-20.980000000000004,IDLE,0
1770857680.621806,33.67,57.35,28.09,77.7,5.580000000000002,-20.35,IDLE,0
1770858036.811893,34.44,54.75,28.21,77.28,6.229999999999997,-22.53,IDLE,0
1770857638.7011428,33.8,57.07,28.1,77.84,5.699999999999996,-20.770000000000003,IDLE,0
1770858032.0288725,34.48,54.74,28.2,77.23,6.279999999999998,-22.49,IDLE,0
1770857585.807313,33.84,57.12,28.05,77.87,5.790000000000003,-20.750000000000007,IDLE,0
1770857965.3487737,34.46,55.03,28.19,77.2,6.27,-22.17,IDLE,0
1770857725.9197345,33.71,57.31,28.06,78.0,5.650000000000002,-20.69,IDLE,0
1770858003.611649,34.44,55.03,28.18,77.21,6.259999999999998,-22.179999999999996,IDLE,0
1770857807.7916672,34.0,56.45,28.14,77.55,5.859999999999999,-21.099999999999994,IDLE,0
1770857757.7118454,33.88,56.85,28.14,77.78,5.740000000000002,-20.93,IDLE,0
1770857911.6113644,34.32,55.41,28.17,77.17,6.149999999999999,-21.760000000000005,IDLE,0
1770857780.2201664,33.98,56.57,28.16,77.68,5.819999999999997,-21.110000000000007,IDLE,0
1770857772.6245835,33.95,56.69,28.15,77.71,5.800000000000004,-21.02,IDLE,0
1770857860.9676583,34.18,55.84,28.2,77.03,5.98,-21.19,IDLE,0
1770857753.7737088,33.89,57.02,28.14,77.85,5.75,-20.82999999999999,IDLE,0
1770857580.1799684,33.87,57.2,28.04,77.85,5.829999999999998,-20.64999999999999,IDLE,0
1770857650.2360456,33.78,57.08,28.12,77.79,5.66,-20.710000000000008,IDLE,0
1770857804.134694,33.97,56.48,28.15,77.59,5.82,-21.110000000000007,IDLE,0
1770857585.2441947,33.81,57.13,28.04,77.92,5.770000000000003,-20.79,IDLE,0
1770857672.7447803,33.64,57.22,28.1,77.68,5.539999999999999,-20.460000000000008,IDLE,0
1770857739.1428485,33.76,57.2,28.11,77.97,5.649999999999999,-20.77,IDLE,0
1770857591.4346263,33.84,57.09,28.06,77.86,5.780000000000005,-20.77,IDLE,0
1770857608.0329857,33.88,56.95,28.06,77.91,5.820000000000004,-20.959999999999997,IDLE,0
1770857676.4019554,33.62,57.27,28.1,77.69,5.519999999999996,-20.419999999999995,IDLE,0
1770857593.684405,33.86,57.03,28.06,77.92,5.800000000000001,-20.89,IDLE,0
1770857854.77802,34.07,55.99,28.2,77.18,5.870000000000001,-21.190000000000005,IDLE,0
1770857638.1387093,33.81,57.07,28.12,77.88,5.690000000000001,-20.809999999999995,IDLE,0
1770857611.9719226,33.86,56.96,28.07,77.9,5.789999999999999,-20.940000000000005,IDLE,0
1770857871.0957527,34.24,55.58,28.18,76.94,6.060000000000002,-21.36,IDLE,0
1770857828.3315845,34.01,56.18,28.1,77.28,5.909999999999997,-21.1,IDLE,0
1770857801.322575,33.96,56.49,28.15,77.59,5.810000000000002,-21.1,IDLE,0
1770857598.4678984,33.89,57.05,28.07,77.94,5.82,-20.89,IDLE,0
1770857806.6660874,33.98,56.45,28.16,77.54,5.819999999999997,-21.090000000000003,IDLE,0
1770857979.6977482,34.45,54.99,28.19,77.18,6.260000000000002,-22.190000000000005,IDLE,0
1770857914.98716,34.3,55.38,28.15,77.19,6.149999999999999,-21.809999999999995,IDLE,0
1770858000.7990854,34.45,54.99,28.18,77.17,6.270000000000003,-22.18,IDLE,0
1770857590.8714318,33.86,57.09,28.06,77.91,5.800000000000001,-20.819999999999997,IDLE,0
1770857968.162775,34.46,55.04,28.22,77.22,6.240000000000002,-22.18,IDLE,0
1770857725.3573637,33.7,57.28,28.04,78.0,5.660000000000004,-20.72,IDLE,0
1770857643.4846108,33.8,57.04,28.11,77.85,5.689999999999998,-20.809999999999995,IDLE,0
1770857950.154956,34.4,55.24,28.17,77.28,6.229999999999997,-22.04,IDLE,0
1770857918.3633385,34.31,55.35,28.17,77.22,6.140000000000001,-21.87,IDLE,0
1770857849.713716,34.04,56.1,28.15,77.24,5.890000000000001,-21.139999999999997,IDLE,0
1770857728.1700833,33.69,57.25,28.06,78.03,5.629999999999999,-20.78,IDLE,0
1770857876.7231913,34.28,55.51,28.17,76.94,6.109999999999999,-21.43,IDLE,0
1770857928.773806,34.3,55.33,28.13,77.21,6.169999999999998,-21.879999999999995,IDLE,0
1770857747.8647473,33.87,57.06,28.12,77.9,5.7499999999999964,-20.840000000000003,IDLE,0
1770857709.0385215,33.58,57.46,28.05,77.9,5.529999999999998,-20.440000000000005,IDLE,0
1770857856.747584,34.11,55.96,28.18,77.12,5.93,-21.160000000000004,IDLE,0
1770857799.915169,33.97,56.48,28.16,77.58,5.809999999999999,-21.1,IDLE,0
1770857972.6635983,34.45,55.0,28.21,77.24,6.240000000000002,-22.239999999999995,IDLE,0
1770857843.523032,34.03,56.03,28.14,77.24,5.890000000000001,-21.209999999999997,IDLE,0
1770857881.5066364,34.27,55.47,28.17,77.05,6.100000000000001,-21.58,IDLE,0
1770857595.0913918,33.88,57.06,28.04,77.98,5.840000000000003,-20.92,IDLE,0
1770857887.6960225,34.27,55.45,28.15,77.07,6.1200000000000045,-21.61999999999999,IDLE,0
1770857604.09417,33.91,56.95,28.08,77.98,5.829999999999998,-21.03,IDLE,0
1770857765.589222,33.94,56.75,28.16,77.77,5.779999999999998,-21.02,IDLE,0
1770857889.1024754,34.27,55.41,28.17,77.04,6.100000000000001,-21.63000000000001,IDLE,0
1770857632.792763,33.79,57.05,28.1,77.95,5.689999999999998,-20.90000000000001,IDLE,0
1770857656.9886787,33.77,57.09,28.16,77.8,5.610000000000003,-20.709999999999997,IDLE,0
1770857773.7496204,33.97,56.66,28.14,77.67,5.829999999999998,-21.010000000000005,IDLE,0
1770857679.2154117,33.64,57.3,28.11,77.76,5.530000000000001,-20.460000000000008,IDLE,0
1770857724.2311196,33.7,57.34,28.05,78.01,5.650000000000002,-20.67,IDLE,0
1770857855.903437,34.1,55.99,28.19,77.15,5.91,-21.160000000000004,IDLE,0
1770857840.4281018,34.02,56.0,28.13,77.24,5.890000000000004,-21.239999999999995,IDLE,0
1770857816.5147414,33.97,56.3,28.13,77.41,5.84,-21.11,IDLE,0
1770857629.4165795,33.79,57.03,28.1,77.91,5.689999999999998,-20.879999999999995,IDLE,0
1770857894.730225,34.26,55.47,28.17,77.13,6.089999999999996,-21.66,IDLE,0
1770857960.565702,34.42,55.09,28.21,77.25,6.210000000000001,-22.16,IDLE,0
1770857609.159077,33.87,56.95,28.08,77.94,5.789999999999999,-20.989999999999995,IDLE,0
1770857862.3749497,34.2,55.78,28.2,77.01,6.000000000000004,-21.230000000000004,IDLE,0
1770857590.0270584,33.84,57.12,28.04,77.93,5.800000000000004,-20.81000000000001,IDLE,0
1770857788.0977995,33.94,56.51,28.15,77.61,5.789999999999999,-21.1,IDLE,0
1770857613.378647,33.86,56.94,28.06,77.91,5.800000000000001,-20.97,IDLE,0
1770857635.6063826,33.78,57.12,28.09,77.86,5.690000000000001,-20.74,IDLE,0
1770857858.7176535,34.14,55.88,28.21,77.03,5.93,-21.15,IDLE,0
1770857592.8403544,33.84,57.08,28.06,77.95,5.780000000000005,-20.870000000000005,IDLE,0
1770857925.1157238,34.27,55.31,28.15,77.23,6.1200000000000045,-21.92,IDLE,0
1770857731.5473952,33.72,57.25,28.09,78.01,5.629999999999999,-20.760000000000005,IDLE,0
1770857597.3430548,33.9,57.03,28.05,77.96,5.849999999999998,-20.929999999999996,IDLE,0
1770858010.084002,34.48,55.0,28.2,77.26,6.279999999999998,-22.260000000000005,IDLE,0
1770857720.8549402,33.66,57.32,28.05,78.04,5.609999999999996,-20.72000000000001,IDLE,0
1770857938.3382154,34.32,55.31,28.16,77.3,6.16,-21.989999999999995,IDLE,0
1770857670.775003,33.66,57.2,28.07,77.59,5.589999999999996,-20.39,IDLE,0
1770857835.3648193,34.01,56.09,28.12,77.35,5.889999999999997,-21.25999999999999,IDLE,0
1770857629.6976898,33.78,57.11,28.08,77.93,5.700000000000003,-20.820000000000007,IDLE,0
1770857616.754843,33.81,56.95,28.03,77.84,5.780000000000001,-20.89,IDLE,0
1770857802.16442,33.97,56.45,28.16,77.57,5.809999999999999,-21.11999999999999,IDLE,0
1770857615.348976,33.86,56.92,28.04,77.92,5.82,-21.0,IDLE,0
1770857600.7192645,33.92,57.0,28.07,77.93,5.850000000000001,-20.930000000000007,IDLE,0
1770857952.6889565,34.4,55.19,28.2,77.26,6.199999999999999,-22.070000000000007,IDLE,0
1770857607.7516174,33.87,56.96,28.08,77.96,5.789999999999999,-20.999999999999996,IDLE,0
1770858016.5546253,34.5,54.91,28.2,77.26,6.300000000000001,-22.35000000000001,IDLE,0
1770857730.4210944,33.72,57.23,28.06,78.0,5.66,-20.770000000000003,IDLE,0
1770857952.125405,34.42,55.2,28.18,77.3,6.240000000000002,-22.099999999999994,IDLE,0
1770857713.2587826,33.64,57.44,28.01,77.91,5.629999999999999,-20.47,IDLE,0
1770857624.633535,33.78,57.03,28.05,77.92,5.73,-20.89,IDLE,0
1770857647.9859838,33.81,57.08,28.13,77.81,5.680000000000003,-20.730000000000004,IDLE,0
1770857664.5852454,33.71,57.04,28.15,77.69,5.560000000000002,-20.65,IDLE,0
1770857703.6929383,33.57,57.46,28.04,77.93,5.530000000000001,-20.47000000000001,IDLE,0
1770857832.8329802,34.03,56.1,28.11,77.29,5.920000000000002,-21.190000000000005,IDLE,0
1770857819.608527,33.99,56.27,28.13,77.34,5.860000000000003,-21.07,IDLE,0
1770857672.1814916,33.66,57.22,28.1,77.69,5.559999999999995,-20.47,IDLE,0
1770857857.872018,34.14,55.93,28.22,77.08,5.920000000000002,-21.15,IDLE,0
1770857817.0767975,33.98,56.29,28.12,77.36,5.859999999999996,-21.07,IDLE,0
1770857605.5008566,33.89,56.97,28.08,77.9,5.810000000000002,-20.930000000000007,IDLE,0
1770857983.636403,34.44,54.96,28.2,77.17,6.239999999999998,-22.21,IDLE,0
1770858037.0927248,34.43,54.74,28.2,77.27,6.23,-22.529999999999998,IDLE,0
1770857785.5663414,33.97,56.54,28.18,77.63,5.789999999999999,-21.09,IDLE,0
1770857891.6352904,34.28,55.52,28.17,77.11,6.109999999999999,-21.59,IDLE,0
1770857900.0755706,34.26,55.39,28.17,77.07,6.089999999999996,-21.679999999999996,IDLE,0
1770857696.659045,33.6,57.42,28.07,77.8,5.530000000000001,-20.379999999999995,IDLE,0
1770857606.907917,33.88,56.98,28.06,77.95,5.820000000000004,-20.97000000000001,IDLE,0
1770857700.3167243,33.57,57.39,28.06,77.84,5.510000000000002,-20.450000000000003,IDLE,0
1770857599.0306356,33.93,57.04,28.08,77.95,5.850000000000001,-20.910000000000004,IDLE,0
1770858023.5883896,34.56,54.9,28.2,77.25,6.360000000000003,-22.35,IDLE,0
1770858017.399119,34.52,54.9,28.19,77.25,6.330000000000002,-22.35,IDLE,0
1770857642.3585567,33.78,57.09,28.11,77.84,5.670000000000002,-20.75,IDLE,0
1770858032.5921264,34.49,54.76,28.21,77.25,6.280000000000001,-22.49,IDLE,0
1770857663.1783032,33.73,57.09,28.14,77.59,5.589999999999996,-20.5,IDLE,0
1770857977.7274792,34.48,54.92,28.2,77.24,6.279999999999998,-22.319999999999997,IDLE,0
1770857967.8808358,34.49,55.06,28.19,77.23,6.300000000000001,-22.17,IDLE,0
1770857955.7834835,34.44,55.13,28.2,77.25,6.239999999999998,-22.12,IDLE,0
1770857810.042245,33.99,56.42,28.14,77.59,5.850000000000001,-21.17,IDLE,0
1770857792.5987694,33.96,56.46,28.15,77.6,5.810000000000002,-21.139999999999997,IDLE,0
1770857784.4403574,33.94,56.49,28.17,77.62,5.769999999999996,-21.130000000000003,IDLE,0
1770857687.3744614,33.64,57.35,28.08,77.72,5.560000000000002,-20.37,IDLE,0
1770857644.3285458,33.79,57.05,28.12,77.8,5.669999999999998,-20.75,IDLE,0
1770857962.5350206,34.45,55.02,28.21,77.24,6.240000000000002,-22.21999999999999,IDLE,0
1770857653.3305476,33.76,57.12,28.14,77.83,5.619999999999997,-20.71,IDLE,0
1770857664.0217652,33.7,57.09,28.14,77.71,5.560000000000002,-20.61999999999999,IDLE,0
1770858027.5273447,34.54,54.78,28.22,77.22,6.32,-22.44,IDLE,0
1770857912.4548604,34.31,55.37,28.16,77.18,6.150000000000002,-21.81000000000001,IDLE,0
1770857611.128626,33.86,56.93,28.06,77.98,5.800000000000001,-21.050000000000004,IDLE,0
1770857952.4072409,34.44,55.23,28.18,77.29,6.259999999999998,-22.06000000000001,IDLE,0
1770857767.559238,33.97,56.79,28.16,77.74,5.809999999999999,-20.95,IDLE,0
1770857648.2673738,33.81,57.04,28.12,77.83,5.690000000000001,-20.79,IDLE,0
1770857914.7057223,34.31,55.38,28.16,77.14,6.150000000000002,-21.76,IDLE,0
1770858012.6154847,34.49,54.95,28.17,77.28,6.32,-22.33,IDLE,0
1770857598.1871648,33.9,57.03,28.07,77.97,5.829999999999998,-20.94,IDLE,0
1770857604.6570506,33.92,56.98,28.07,77.93,5.850000000000001,-20.95000000000001,IDLE,0
1770857875.5977862,34.27,55.51,28.17,76.97,6.100000000000001,-21.46,IDLE,0
1770857587.4943695,33.83,57.13,28.03,77.93,5.799999999999997,-20.800000000000004,IDLE,0
1770857803.008809,33.98,56.4,28.13,77.55,5.849999999999998,-21.15,IDLE,0
1770857916.9569864,34.31,55.37,28.14,77.19,6.170000000000002,-21.82,IDLE,0
1770857967.3174777,34.46,55.08,28.21,77.23,6.25,-22.15000000000001,IDLE,0
1770857704.2554436,33.57,57.41,28.07,77.9,5.5,-20.49000000000001,IDLE,0
1770857703.411999,33.55,57.44,28.05,77.87,5.4999999999999964,-20.430000000000007,IDLE,0
1770857795.130918,33.97,56.45,28.17,77.61,5.799999999999997,-21.16,IDLE,0
1770857779.6572857,34.0,56.62,28.16,77.73,5.84,-21.110000000000007,IDLE,0
1770857873.347809,34.26,55.6,28.19,76.96,6.069999999999997,-21.359999999999992,IDLE,0
1770857991.2331543,34.45,54.91,28.2,77.19,6.250000000000004,-22.28,IDLE,0
1770857578.2111003,33.85,57.21,28.05,77.88,5.800000000000001,-20.669999999999995,IDLE,0
1770857991.7957602,34.46,54.93,28.19,77.2,6.27,-22.270000000000003,IDLE,0
1770857896.980306,34.28,55.41,28.17,77.1,6.109999999999999,-21.69,IDLE,0
1770857599.8737855,33.92,57.03,28.06,77.98,5.860000000000003,-20.950000000000003,IDLE,0
1770857601.844154,33.93,56.98,28.06,77.97,5.870000000000001,-20.99,IDLE,0
1770858007.5505087,34.46,54.97,28.17,77.26,6.289999999999999,-22.290000000000006,IDLE,0
1770857601.2807865,33.92,56.98,28.08,77.91,5.840000000000003,-20.93,IDLE,0
1770857706.787403,33.59,57.46,28.04,77.91,5.550000000000004,-20.45,IDLE,0
1770857878.6927245,34.26,55.44,28.16,77.01,6.099999999999998,-21.570000000000007,IDLE,0
1770857768.403375,33.96,56.72,28.16,77.68,5.800000000000001,-20.960000000000008,IDLE,0
1770858025.276961,34.56,54.85,28.22,77.25,6.340000000000003,-22.4,IDLE,0
1770857909.6415043,34.32,55.36,28.16,77.15,6.16,-21.790000000000006,IDLE,0
1770857700.8794582,33.56,57.37,28.07,77.92,5.490000000000002,-20.550000000000004,IDLE,0
1770857794.8503191,33.98,56.47,28.17,77.61,5.809999999999995,-21.14,IDLE,0
1770857822.704606,33.97,56.18,28.12,77.29,5.849999999999998,-21.110000000000007,IDLE,0
1770857759.400235,33.91,56.87,28.14,77.77,5.769999999999996,-20.9,IDLE,0
1770857820.7347274,33.98,56.27,28.13,77.34,5.849999999999998,-21.07,IDLE,0
1770857859.5609984,34.16,55.85,28.2,77.03,5.959999999999997,-21.18,IDLE,0
1770857877.2856965,34.27,55.49,28.17,77.02,6.100000000000001,-21.529999999999998,IDLE,0
1770857946.2175598,34.39,55.25,28.18,77.32,6.210000000000001,-22.069999999999997,IDLE,0
1770857923.428116,34.29,55.32,28.15,77.2,6.140000000000001,-21.880000000000003,IDLE,0
1770857691.8755827,33.62,57.37,28.08,77.82,5.539999999999999,-20.45,IDLE,0
1770857980.8238018,34.43,54.96,28.2,77.22,6.23,-22.26,IDLE,0
1770857880.3808796,34.24,55.46,28.15,76.98,6.090000000000003,-21.520000000000003,IDLE,0
1770857945.9361663,34.37,55.29,28.17,77.29,6.199999999999996,-22.000000000000007,IDLE,0
1770857607.4705527,33.89,56.98,28.08,77.92,5.810000000000002,-20.940000000000005,IDLE,0
1770857749.5532358,33.87,57.05,28.14,77.87,5.729999999999997,-20.820000000000007,IDLE,0
1770857971.8201635,34.47,55.04,28.2,77.2,6.27,-22.160000000000004,IDLE,0
1770857965.0679388,34.46,55.04,28.2,77.25,6.260000000000002,-22.21,IDLE,0
1770857771.7795467,33.96,56.71,28.15,77.69,5.810000000000002,-20.98,IDLE,0
1770857881.787519,34.26,55.48,28.17,76.99,6.089999999999996,-21.51,IDLE,0
1770857810.6050644,33.98,56.41,28.13,77.56,5.849999999999998,-21.15000000000001,IDLE,0
1770857931.3059068,34.3,55.28,28.14,77.28,6.159999999999997,-22.0,IDLE,0
1770857880.0999694,34.24,55.46,28.15,76.99,6.090000000000003,-21.529999999999998,IDLE,0
1770857595.6534717,33.87,57.07,28.08,77.9,5.789999999999999,-20.830000000000005,IDLE,0
1770857657.270614,33.8,57.13,28.15,77.75,5.649999999999999,-20.62,IDLE,0
1770857817.9208753,33.95,56.27,28.12,77.36,5.830000000000002,-21.09,IDLE,0
1770857797.1010344,33.96,56.47,28.16,77.58,5.800000000000001,-21.11,IDLE,0
1770857891.353469,34.27,55.48,28.17,77.09,6.100000000000001,-21.610000000000007,IDLE,0
1770857645.172353,33.77,57.08,28.12,77.85,5.650000000000002,-20.77,IDLE,0
1770857640.9519522,33.79,57.08,28.1,77.85,5.689999999999998,-20.77,IDLE,0
1770857619.005627,33.78,56.97,28.06,77.89,5.720000000000002,-20.92,IDLE,0
1770858012.0529673,34.49,54.98,28.2,77.28,6.290000000000003,-22.300000000000004,IDLE,0
1770857683.1542664,33.64,57.28,28.08,77.83,5.560000000000002,-20.55,IDLE,0
1770857957.4709566,34.44,55.11,28.19,77.23,6.2499999999999964,-22.120000000000005,IDLE,0
1770857611.4102774,33.87,56.94,28.08,77.95,5.789999999999999,-21.010000000000005,IDLE,0
1770857925.9605138,34.3,55.27,28.15,77.2,6.149999999999999,-21.93,IDLE,0
1770857924.833913,34.28,55.33,28.15,77.26,6.130000000000003,-21.930000000000007,IDLE,0
1770857648.5488937,33.79,57.06,28.12,77.79,5.669999999999998,-20.730000000000004,IDLE,0
1770858026.1207347,34.54,54.77,28.21,77.24,6.329999999999998,-22.46999999999999,IDLE,0
1770857951.0004702,34.42,55.23,28.19,77.29,6.23,-22.06000000000001,IDLE,0
1770857874.7536163,34.27,55.55,28.16,76.98,6.110000000000003,-21.430000000000007,IDLE,0
1770857580.7434788,33.86,57.19,28.04,77.87,5.82,-20.680000000000007,IDLE,0
1770857704.5368392,33.59,57.43,28.04,77.9,5.550000000000004,-20.47000000000001,IDLE,0
1770857936.3698192,34.33,55.33,28.16,77.3,6.169999999999998,-21.97,IDLE,0
1770857872.5029955,34.24,55.6,28.18,76.92,6.060000000000002,-21.32,IDLE,0
1770857777.4065664,33.99,56.58,28.17,77.69,5.82,-21.11,IDLE,0
1770857649.9551373,33.8,57.07,28.13,77.81,5.669999999999998,-20.74,IDLE,0
1770857826.3621716,33.98,56.22,28.14,77.32,5.839999999999996,-21.099999999999994,IDLE,0
1770857745.0506685,33.82,57.1,28.12,77.85,5.699999999999999,-20.749999999999996,IDLE,0
1770857687.656463,33.61,57.35,28.08,77.78,5.530000000000001,-20.43,IDLE,0
1770857942.559529,34.34,55.29,28.17,77.34,6.170000000000002,-22.050000000000004,IDLE,0
1770857948.7491624,34.41,55.24,28.18,77.3,6.229999999999997,-22.059999999999995,IDLE,0
1770857734.9229808,33.73,57.22,28.1,77.94,5.629999999999996,-20.72,IDLE,0
1770857833.6771638,34.02,56.11,28.11,77.26,5.910000000000004,-21.15000000000001,IDLE,0
1770857838.1789217,34.05,56.07,28.15,77.32,5.899999999999999,-21.249999999999996,IDLE,0
1770857976.040638,34.44,54.96,28.19,77.23,6.2499999999999964,-22.270000000000003,IDLE,0
1770858021.337504,34.55,54.85,28.19,77.23,6.359999999999996,-22.380000000000003,IDLE,0
1770857707.6319196,33.57,57.47,28.05,77.89,5.52,-20.42,IDLE,0
1770857781.6265955,33.96,56.55,28.17,77.68,5.789999999999999,-21.13000000000001,IDLE,0
1770857919.2074964,34.28,55.34,28.16,77.27,6.120000000000001,-21.929999999999996,IDLE,0
1770857874.4730115,34.28,55.56,28.18,76.94,6.100000000000001,-21.379999999999995,IDLE,0
1770858009.8019788,34.48,54.98,28.2,77.26,6.279999999999998,-22.28000000000001,IDLE,0
1770857618.7241518,33.78,56.9,28.06,77.87,5.720000000000002,-20.97000000000001,IDLE,0
1770857847.744125,34.05,56.08,28.18,77.3,5.869999999999997,-21.22,IDLE,0
1770857719.167841,33.65,57.35,28.03,78.0,5.619999999999997,-20.65,IDLE,0
1770857837.615715,34.05,56.04,28.13,77.29,5.919999999999998,-21.250000000000007,IDLE,0
1770857916.3938785,34.31,55.37,28.16,77.13,6.150000000000002,-21.76,IDLE,0
1770857786.1291113,33.94,56.52,28.16,77.61,5.779999999999998,-21.09,IDLE,0
1770858007.2691684,34.46,55.01,28.19,77.26,6.27,-22.250000000000007,IDLE,0
1770857822.4231892,33.95,56.17,28.12,77.27,5.830000000000002,-21.099999999999994,IDLE,0
1770857783.878224,33.95,56.53,28.16,77.65,5.790000000000003,-21.120000000000005,IDLE,0
1770857729.8585565,33.71,57.29,28.06,78.03,5.650000000000002,-20.74,IDLE,0
1770857774.3117476,33.96,56.62,28.14,77.69,5.82,-21.07,IDLE,0
1770857930.180612,34.3,55.29,28.15,77.29,6.149999999999999,-22.000000000000007,IDLE,0
1770857897.2621062,34.25,55.44,28.17,77.14,6.079999999999998,-21.700000000000003,IDLE,0
1770857682.8735132,33.64,57.31,28.1,77.78,5.539999999999999,-20.47,IDLE,0
1770857765.871681,33.96,56.77,28.15,77.78,5.810000000000002,-21.01,IDLE,0
1770857932.993171,34.3,55.3,28.15,77.3,6.149999999999999,-22.0,IDLE,0
