1770167752.218664,50.25,33.33,OBSTRUCAO
1770167752.4605381,50.25,33.35,OBSTRUCAO
1770167752.7020829,50.26,33.32,OBSTRUCAO
1770167752.94375,50.27,33.32,OBSTRUCAO
1770167753.1856887,50.27,33.30,OBSTRUCAO
1770167753.4274125,50.26,33.31,OBSTRUCAO
1770167753.6691995,50.28,33.33,OBSTRUCAO
1770167753.9110227,50.27,33.25,OBSTRUCAO
1770167754.1530228,50.29,33.28,OBSTRUCAO
1770167754.3944006,50.29,33.32,OBSTRUCAO
1770167754.6365867,50.32,33.25,OBSTRUCAO
1770167754.8790674,50.30,33.28,OBSTRUCAO
1770167755.1198273,50.29,33.27,OBSTRUCAO
1770167755.3621905,50.31,33.29,OBSTRUCAO
1770167755.6043901,50.33,33.24,OBSTRUCAO
1770167755.8452394,50.32,33.28,OBSTRUCAO
1770167756.0875278,50.33,33.28,OBSTRUCAO
1770167756.329818,50.34,33.20,OBSTRUCAO
1770167756.5705755,50.35,33.19,OBSTRUCAO
1770167756.8134017,50.38,33.23,OBSTRUCAO
1770167757.0546768,50.37,33.21,OBSTRUCAO
1770167757.296385,50.37,33.23,OBSTRUCAO
1770167757.5379717,50.38,33.20,OBSTRUCAO
1770167757.7798824,50.38,33.18,OBSTRUCAO
1770167758.0216904,50.38,33.20,OBSTRUCAO
1770167758.2640781,50.40,33.22,OBSTRUCAO
1770167758.5052865,50.40,33.17,OBSTRUCAO
1770167758.7472303,50.40,33.18,OBSTRUCAO
1770167758.9888282,50.42,33.19,OBSTRUCAO
1770167759.2309458,50.42,33.22,OBSTRUCAO
1770167759.4728985,50.43,33.22,OBSTRUCAO
1770167759.7142036,50.43,33.20,OBSTRUCAO
1770167759.9564922,50.44,33.21,OBSTRUCAO
1770167760.1979475,50.43,33.22,OBSTRUCAO
1770167760.4394934,50.42,33.18,OBSTRUCAO
1770167760.6813283,50.43,33.18,OBSTRUCAO
1770167760.9225929,50.44,33.21,OBSTRUCAO
1770167761.1651936,50.42,33.20,OBSTRUCAO
1770167761.4071162,50.44,33.19,OBSTRUCAO
1770167761.648061,50.44,33.21,OBSTRUCAO
1770167761.890398,50.43,33.17,OBSTRUCAO
1770167762.1321094,50.45,33.15,OBSTRUCAO
1770167762.3741994,50.44,33.15,OBSTRUCAO
1770167762.6155472,50.45,33.15,OBSTRUCAO
1770167762.8572724,50.45,33.16,OBSTRUCAO
1770167763.0998027,50.46,33.14,OBSTRUCAO
1770167763.3408408,50.46,33.19,OBSTRUCAO
1770167763.5825517,50.47,33.14,OBSTRUCAO
1770167763.8248057,50.47,33.12,OBSTRUCAO
1770167764.0659614,50.47,33.11,OBSTRUCAO
1770167764.3081186,50.48,33.11,OBSTRUCAO
1770167764.5496202,50.48,33.13,OBSTRUCAO
1770167764.7907524,50.48,33.13,OBSTRUCAO
1770167765.0330243,50.48,33.08,OBSTRUCAO
1770167765.2750456,50.49,33.08,OBSTRUCAO
1770167765.517335,50.50,33.12,OBSTRUCAO
1770167765.758995,50.52,33.11,OBSTRUCAO
1770167766.0007813,50.50,33.08,OBSTRUCAO
1770167766.2419782,50.53,33.09,OBSTRUCAO
1770167766.4843116,50.51,33.06,OBSTRUCAO
1770167766.726176,50.52,33.08,OBSTRUCAO
1770167766.9673126,50.54,33.08,OBSTRUCAO
1770167767.2096663,50.54,33.09,OBSTRUCAO
1770167767.4509616,50.52,33.10,OBSTRUCAO
1770167767.6926389,50.54,33.10,OBSTRUCAO
1770167767.934315,50.52,33.04,OBSTRUCAO
1770167768.1768289,50.54,33.06,OBSTRUCAO
1770167768.4174483,50.54,33.02,OBSTRUCAO
1770167768.6603384,50.54,33.04,OBSTRUCAO
1770167768.9012253,50.52,33.00,OBSTRUCAO
1770167769.1438692,50.54,33.00,OBSTRUCAO
1770167769.3861814,50.54,33.00,OBSTRUCAO
1770167769.6269202,50.56,33.02,OBSTRUCAO
1770167769.8691885,50.57,32.98,OBSTRUCAO
1770167770.110462,50.57,32.99,OBSTRUCAO
1770167770.3518045,50.58,32.99,OBSTRUCAO
1770167770.5943274,50.58,32.93,OBSTRUCAO
1770167770.8357277,50.60,32.94,OBSTRUCAO
1770167771.0786188,50.59,32.94,OBSTRUCAO
1770167771.319261,50.59,32.95,OBSTRUCAO
1770167771.561026,50.60,32.94,OBSTRUCAO
1770167771.8027954,50.62,32.96,OBSTRUCAO
1770167772.0447786,50.63,32.90,OBSTRUCAO
1770167772.2858105,50.63,32.96,OBSTRUCAO
1770167772.5277348,50.63,32.93,OBSTRUCAO
1770167772.7695937,50.64,32.94,OBSTRUCAO
1770167773.0114963,50.63,32.94,OBSTRUCAO
1770167773.2530138,50.66,32.89,OBSTRUCAO
1770167773.4963782,50.62,32.88,OBSTRUCAO
1770167773.7375603,50.65,32.87,OBSTRUCAO
